"","name","address_admin","APN","liaison","ownership_structure","capacity","independent_booking","events_per_month","years_operating","funding_source","interdisciplinarity","event_promotion","purpose","community_focus","creativity","experimentation","threats_neighbors","threats_cost","threats_licensing","description","contact_name","contact_email","contact_telephone","url","zip","county","city","genre","venueType_club","venueType_disco","venueType_openAir","venueType_concertHall","venueType_theater","venueType_cinema","venueType_musicBar","venueType_gallery","venueType_restaurant","venueType_warehouse","venueType_arena","venueType_shop","venueType_studio","y","x","interdisciplinarity_ord","event_promotion_ord","community_focus_ord","creativity_ord","experimentation_ord","ownership_structure_ord","independent_booking_ord"
"372","Jason Aldean's Kitchen + Rooftop Bar","309 BROADWAY","9306402500","Marcus Dowling","2. No","400","2. Sometimes","4. 20+ Events per month","1. 0-3 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","2. Not too likely","","1.Not At All Likely","0","0","0","Vast Southern eatery & saloon on 4 levels with live music, TV sports, a gift shop & a rooftop bar.","","jaguestservice@tcrestgroup.com","","https://jasonaldeansnashville.com/","37201","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1611379111119,-86.7761543833149,1,3,2,NA,1,0,0
"373","John A's Restaurant","2425 MUSIC VALLEY DR","6200015400","","1. Yes","300","4. Information unavailable","4. 20+ Events per month","","","1.Not At All Likely","2. Not too likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Kitschy spot with colorful walls & photos of Nashville celebs features down-home fare & drinks. Permanently closed as of Feb 2023","","","(615) 885-1540","https://www.johnasnashville.com/","37214","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.2188435381866,-86.6938563109761,1,2,1,NA,1,1,0
"374","Kittenish","320 11TH AVE S","093130B90000CO","Marcus Dowling","1. Yes","","4. Information unavailable","","2. 3-10 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Kittenish is a clothing store founded in 2014 by platinum singer-songwriter, television personality and best-selling author, Jessie James Decker.","Cara Harris","","(615) 764-9630","https://kittenish.com/","37203","Davidson","Nashville","","","","","","","","","","","","","","",36.1534197356406,-86.783131034937,1,1,1,NA,1,1,0
"375","Kittenish","320 11TH AVE S","093130B90000CO","Marcus Dowling","1. Yes","","4. Information unavailable","","2. 3-10 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Kittenish is a clothing store founded in 2014 by platinum singer-songwriter, television personality and best-selling author, Jessie James Decker.","Cara Harris","","(615) 764-9630","https://kittenish.com/","37203","Davidson","Nashville","","","","","","","","","","","","","","",36.1533202534805,-86.7832350841648,1,1,1,NA,1,1,0
"376","Kittenish","320 11TH AVE S","093130B90000CO","Marcus Dowling","1. Yes","","4. Information unavailable","","2. 3-10 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Kittenish is a clothing store founded in 2014 by platinum singer-songwriter, television personality and best-selling author, Jessie James Decker.","Cara Harris","","(615) 764-9630","https://kittenish.com/","37203","Davidson","Nashville","","","","","","","","","","","","","","",36.1534197356406,-86.783131034937,1,1,1,NA,1,1,0
"377","Kittenish","320 11TH AVE S","093130B90000CO","Marcus Dowling","1. Yes","","4. Information unavailable","","2. 3-10 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Kittenish is a clothing store founded in 2014 by platinum singer-songwriter, television personality and best-selling author, Jessie James Decker.","Cara Harris","","(615) 764-9630","https://kittenish.com/","37203","Davidson","Nashville","","","","","","","","","","","","","","",36.1533202534805,-86.7832350841648,1,1,1,NA,1,1,0
"378","Kittenish","320 11TH AVE S","093130B00200CO","Marcus Dowling","1. Yes","","4. Information unavailable","","2. 3-10 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Kittenish is a clothing store founded in 2014 by platinum singer-songwriter, television personality and best-selling author, Jessie James Decker.","Cara Harris","","(615) 764-9630","https://kittenish.com/","37203","Davidson","Nashville","","","","","","","","","","","","","","",36.1534197356406,-86.783131034937,1,1,1,NA,1,1,0
"379","Kittenish","320 11TH AVE S","093130B00200CO","Marcus Dowling","1. Yes","","4. Information unavailable","","2. 3-10 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Kittenish is a clothing store founded in 2014 by platinum singer-songwriter, television personality and best-selling author, Jessie James Decker.","Cara Harris","","(615) 764-9630","https://kittenish.com/","37203","Davidson","Nashville","","","","","","","","","","","","","","",36.1533202534805,-86.7832350841648,1,1,1,NA,1,1,0
"380","Kittenish","320 11TH AVE S","093130B00200CO","Marcus Dowling","1. Yes","","4. Information unavailable","","2. 3-10 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Kittenish is a clothing store founded in 2014 by platinum singer-songwriter, television personality and best-selling author, Jessie James Decker.","Cara Harris","","(615) 764-9630","https://kittenish.com/","37203","Davidson","Nashville","","","","","","","","","","","","","","",36.1534197356406,-86.783131034937,1,1,1,NA,1,1,0
"381","Kittenish","320 11TH AVE S","093130B00200CO","Marcus Dowling","1. Yes","","4. Information unavailable","","2. 3-10 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Kittenish is a clothing store founded in 2014 by platinum singer-songwriter, television personality and best-selling author, Jessie James Decker.","Cara Harris","","(615) 764-9630","https://kittenish.com/","37203","Davidson","Nashville","","","","","","","","","","","","","","",36.1533202534805,-86.7832350841648,1,1,1,NA,1,1,0
"382","La Terraza Mexican Restaurant","5731 NOLENSVILLE PIKE","16100014000","","1. Yes","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","La Terraza Nolensville is a fun family place. We have Marichi Music & Karaoke every friday.","","achavez@balerofashion.com","(615) 835-0106","https://laterrazamexicanrestaurant.com/","37211","","Nashville","Mariachi","","","","","","","","","","","","","",36.0480327574934,-86.7147651897149,1,1,1,NA,1,1,0
"383","Las Cazuelas","4112 NOLENSVILLE PIKE","14700000800","","1. Yes","","2. Sometimes","3. 11-20 Events per month","3. 11-20 Years","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","2. Not too likely","2. Not too likely","","1.Not At All Likely","0","0","0","Homestyle fare & cocktails served in a laid-back hangout with flat-screen TVs & live Latin music.","","lascazuelas.nash@gmail.com","(615) 833-3507","https://www.facebook.com/lascazuelas.rest/","","","","","","","","","","","","","","","","","",36.0785052086935,-86.7251204044112,1,2,2,NA,1,1,0
"384","Legends Corner","424 BROADWAY","9306307200","","1. Yes","175","2. Sometimes","4. 20+ Events per month","4. 20+ Years","3. Tips","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Classic country albums cover the walls of this classic honky-tonk featuring dancing & cold beer.","","","(615) 248-6334","https://www.legendscorner.com/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.160846279316,-86.7784320509058,1,3,1,NA,1,1,0
"385","Lonnie's western Room","300 CHURCH ST","9302316800","","1. Yes","","4. Information unavailable","","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Lonnie's Western Room is a country music bar located in Nashville, Tennessee. It is a popular spot for locals and tourists who are looking for a classic honky-tonk experience in Music City. **Primarily a karaoke bar? Should not be included - KH","","","(615) 613-7500","https://lonnieswesternroom.com/","37201","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1642723493316,-86.7781957193846,1,3,3,NA,1,1,0
"386","Loveless Cafe","8400 HIGHWAY 100","16900001400","","1. Yes","500","2. Sometimes","","","","1.Not At All Likely","1.Not At All Likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Southern cafe serving food for over 65 years with a country vibe with eclectic on-site shops, and two event spaces for live music and private events","","","(615) 646-9700","https://www.lovelesscafe.com/","37221","Davidson","Nashville","Country","","","","","","","","","","","","","",36.0357858473935,-86.9721810624482,1,1,1,NA,1,1,0
"387","Martin's BBQ Joint - SOBRO","410 4TH AVE S","9310043700","","2. No","","2. Sometimes","2. 5-10 Events per month","3. 11-20 Years","3. Tips","1.Not At All Likely","1.Not At All Likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Martin's Bar-B-Que Joint is a barbecue restaurant chain with multiple locations in Tennessee","Brett Brennan","","(615) 288-0880","https://www.martinsbbqjoint.com/downtown-nashville","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1567361088037,-86.7739683998767,1,1,1,NA,1,0,0
"388","Miss Kelli's Karaoke Bar","207 3RD AVE N 101","093023D00100CO","","1. Yes","","2. Sometimes","","3. 11-20 Years","","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Ms. Kelli's offers a fun and friendly atmosphere, with a wide selection of songs to choose from and professional sound equipment to ensure a great performance. In addition to karaoke, the venue also offer other entertainment options","Kelli Joan","kellijoan2@gmail.com","(615) 255-4423","No website available","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1644304485074,-86.7783040236767,1,3,1,NA,1,1,0
"389","Moonlite Drive-in","941 B MAIN ST","082124D90000CO","","2. No","660","4. Information unavailable","1. 1-4 Events per month","","","4. Very Likely","3. Somewhat likely","3. Somewhat likely","4. Very Likely","","1.Not At All Likely","0","1","0","Old School Movie Drive in Theatre with occasional live music concerts which is open seasonally","","","(615) 563-7900","http://themoonlite.com/","37190","Davidson","Nashville","No Genre Specifed","","","","","1","","","","","","","","",36.1774416765365,-86.7543947091663,4,3,4,NA,1,0,0
"390","Moxy Nashville","110 3RD AVE S","9306405700","","2. No","200","4. Information unavailable","","","","1.Not At All Likely","2. Not too likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Hotel off of the world famous Music Row with deep musical influences","","","(615) 385-1911","https://www.marriott.com/en-us/hotels/bnaox-moxy-nashville-downtown/overview/?scid=4960477f-bf38-4508-b37a-cd0d10a77ef3&gclid=Cj0KCQiAorKfBhC0ARIsAHDzslsbJMMHj35WK7a9s7XwmQeMY3Cx_r9XJFo3Ki-1Tic4ObAWrksvGMEaAufoEALw_wcB&gclsrc=aw.ds","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1611678467654,-86.7753443702178,1,2,1,NA,1,0,0
"391","NashHouse Southern Spoon and Saloon","1222 DEMONBREUN ST","093090E00100CO","","2. No","Null","4. Information unavailable","","","3. Tips","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Rustic-industrial outlet offering hearty Southern grub alongside drafts on tap, whiskey & cocktails and live music every night.","","","(615) 649-8022","https://www.nashhousesaloon.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1546840155627,-86.7876110266038,1,1,1,NA,1,0,0
"392","Natl Museum of African American Music","500 BROADWAY","093063A00300CO","Eric Holt","2. No","","4. Information unavailable","1. 1-4 Events per month","2. 3-10 Years","","3. Somewhat likely","3. Somewhat likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","NMAAM is the only museum dedicated to preserving and celebrating the many music genres created, influenced, and inspired by African Americans.","H. Beecher Hicks III","info@nmaam.org","615-301-8724","https://www.nmaam.org/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.160707949874,-86.7791700502812,3,3,3,NA,1,0,0
"393","Patron Event Center","709 RIVERGATE PKWY","2613006900","","1. Yes","","1. Always","1. 1-4 Events per month","3. 11-20 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Patron Event Center is an Event and Entertainment venue with live music performances.","","patroneventcentertn@gmail.com","(615) 239-8582","No Website","","","Goodlettsville","Latin","","","","","","","","","","","","","",36.3044670920087,-86.704437840607,1,3,1,NA,1,1,1
"394","Play Dance Bar","1517 CHURCH ST","9212036500","Adrianna Flax","1. Yes","Null","3. Never","3. 11-20 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","This nighclub offers sensational drag shows, live music, and a world-class dance floor with a roster of resident DJ's","","","(615) 322-9627","https://www.playdancebar.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.156659248748,-86.7934244511131,1,4,3,NA,3,1,0
"395","Primm's Appetit","2830 GALLATIN PIKE","7210011500","","1. Yes","","2. Sometimes","2. 5-10 Events per month","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","","",NA,"(615) 881-0627","https://www.facebook.com/profile.php?id=100064225534286","37216","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.20222182285,-86.7387380360309,1,1,1,NA,1,1,0
"396","Puckett's Grocery & Restaurant Downtown","201 REP JOHN LEWIS WAY N","9306104000","","2. No","150","2. Sometimes","4. 20+ Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Southern bar & grill with an old-general-store feel & a large stage for live music acts.","","nashville@puckettsgrocery.com","(615) 770-2772","https://puckettsgro.com/nashville/","37219","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1632910482993,-86.7806398610302,1,3,1,NA,1,0,0
